"","id","c000","ca01","ca02","ca03","ce01","ce02","ce03","cns01","cns02","cns03","cns04","cns05","cns06","cns07","cns08","cns09","cns10","cns11","cns12","cns13","cns14","cns15","cns16","cns17","cns18","cns19","cns20","cr01","cr02","cr03","cr04","cr05","cr07","ct01","ct02","cd01","cd02","cd03","cd04","cg01","cg02"
"1","360050002001002",4,0,2,2,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,1,1,0,3,1
"2","360050002001004",8,0,7,1,6,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,2,4,0,2,8,0
"3","360050002002002",6,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,3,0,1,0,0,2,0,6,0,0,4,0,2,4
"4","360050002002003",4,0,0,4,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,1,0,4,0
"5","360050002002010",3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,1,2,0,0,1,2
"6","360050002003000",5,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,1,0,1,1,4,2,1,1,1,4,1
"7","360050002003011",3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,1,0,1,2
"8","360050002003012",10,0,9,1,3,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,3,7,3,4,1,2,4,6
"9","360050002003014",4,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,1,0,0,0,1,3,1,0,3,0,3,1
"10","360050002003017",4,0,3,1,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,3,0,0,3,1
"11","360050004001000",2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,1,0,0,2
"12","360050004001001",10,1,3,6,4,2,4,0,0,0,0,0,2,1,1,0,3,0,0,0,1,0,0,0,0,2,0,9,0,0,0,0,1,2,8,4,2,2,1,6,4
"13","360050004001004",5,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,1,0,0,5,0,1,2,2,0,3,2
"14","360050004002004",35,4,24,7,0,11,24,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,16,19,0,0,0,0,28,7,5,6,11,9,28,7
"15","360050004002006",8,4,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,1,0,0,0,0,3,5,2,0,1,1,4,4
"16","360050004002007",7,0,4,3,2,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,1,0,0,4,3,2,2,2,1,2,5
"17","360050004003003",28,9,17,2,7,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,13,14,0,1,0,0,22,6,3,5,6,5,5,23
"18","360050004003008",26,4,15,7,2,7,17,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,3,0,0,0,0,19,7,4,5,7,6,13,13
"19","360050004004000",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"20","360050004004006",21,4,8,9,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,14,7,3,1,6,7,18,3
"21","360050004004007",167,86,57,24,116,33,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,161,2,82,66,2,12,0,5,127,40,12,19,28,22,62,105
"22","360050016001000",275,32,185,58,50,154,71,0,0,0,0,0,0,14,0,1,0,32,0,0,1,0,226,0,0,1,0,102,147,3,14,1,8,189,86,48,57,71,67,103,172
"23","360050016002001",7,0,7,0,0,6,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,6,1,2,4,1,0,6,1
"24","360050016002002",11,0,6,5,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,10,1,0,0,0,0,4,7,3,2,4,2,5,6
"25","360050016002004",4,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,3,0,0,0,0,3,1,2,1,1,0,1,3
"26","360050016002005",60,8,38,14,8,26,26,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,55,0,0,0,0,25,33,0,2,0,0,49,11,11,5,20,16,15,45
"27","360050016003000",6,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,4,2,1,2,1,6,0
"28","360050016004005",212,97,88,27,140,38,34,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,197,0,95,104,3,2,1,7,122,90,23,36,27,29,93,119
"29","360050016004008",3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,2,1,2
"30","360050019001002",10,2,6,2,2,5,3,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,8,2,0,0,0,0,4,6,3,2,3,0,8,2
"31","360050019001003",250,49,161,40,64,117,69,0,0,0,4,20,1,2,188,0,0,0,0,0,8,0,0,0,0,27,0,163,67,3,12,0,5,143,107,43,70,52,36,201,49
"32","360050019001004",353,120,209,24,86,183,84,0,0,0,0,0,4,12,327,0,0,3,1,0,0,0,0,0,6,0,0,247,77,7,12,2,8,195,158,53,68,67,45,272,81
"33","360050019001009",225,84,111,30,91,96,38,0,0,0,13,0,0,0,0,1,0,3,0,0,0,1,129,0,77,0,1,107,107,2,3,0,6,127,98,36,33,45,27,74,151
"34","360050019001010",221,60,133,28,47,94,80,0,0,0,64,7,1,33,0,0,0,0,0,0,1,0,0,0,0,114,1,128,65,5,14,3,6,129,92,35,43,48,35,145,76
"35","360050019001015",144,18,92,34,22,59,63,0,0,0,6,111,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,104,20,1,13,0,6,77,67,28,28,40,30,122,22
"36","360050019001016",57,12,36,9,21,32,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,49,0,30,17,0,6,0,4,47,10,10,13,14,8,40,17
"37","360050019001017",18,4,10,4,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,1,10,3,0,5,0,0,18,0,3,1,5,5,13,5
"38","360050019001018",26,9,12,5,9,9,8,0,0,0,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,21,5,3,4,4,6,24,2
"39","360050019001020",34,3,23,8,1,16,17,0,0,0,21,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,26,7,0,1,0,0,13,21,11,3,10,7,31,3
"40","360050019001021",264,53,178,33,42,91,131,0,0,0,53,0,3,0,6,2,0,5,116,0,45,15,11,0,3,4,1,175,69,4,11,2,3,144,120,50,64,62,35,186,78
"41","360050019001022",334,87,175,72,108,171,55,0,0,0,6,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,96,1,51,1,4,227,107,50,76,72,49,188,146
"42","360050019002002",122,2,72,48,8,3,111,0,0,0,0,0,0,1,117,0,0,0,0,0,0,0,0,0,4,0,0,111,9,1,0,0,1,106,16,13,31,38,38,119,3
"43","360050019002003",129,15,65,49,17,51,61,0,0,0,11,12,8,37,61,0,0,0,0,0,0,0,0,0,0,0,0,78,36,2,10,0,3,87,42,27,32,29,26,101,28
"44","360050019003000",9,2,7,0,1,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,5,4,3,3,0,1,4,5
"45","360050019003003",45,4,24,17,3,14,28,0,0,0,0,30,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,32,13,13,14,8,6,36,9
"46","360050019003004",178,20,99,59,12,58,108,0,0,0,16,51,6,3,102,0,0,0,0,0,0,0,0,0,0,0,0,113,52,4,7,1,1,105,73,35,41,54,28,131,47
"47","360050019003005",171,26,107,38,20,68,83,0,0,0,64,62,14,4,24,0,0,2,0,0,1,0,0,0,0,0,0,111,45,1,8,1,5,127,44,31,39,52,23,133,38
"48","360050019003008",75,18,45,12,4,31,40,0,0,0,52,0,7,0,0,0,0,0,0,1,0,0,11,0,3,1,0,55,14,0,6,0,0,58,17,9,16,23,9,63,12
"49","360050019003009",40,6,25,9,12,15,13,0,0,0,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,26,14,7,10,8,9,17,23
"50","360050019003010",13,4,7,2,3,4,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,8,5,2,3,2,2,9,4
"51","360050019003011",312,92,173,47,62,131,119,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,309,1,204,73,3,25,1,6,218,94,40,54,73,53,191,121
"52","360050019003012",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
"53","360050019003013",29,7,17,5,6,19,4,0,0,0,0,0,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,18,9,0,1,0,1,15,14,4,6,8,4,20,9
"54","360050019003014",53,7,27,19,9,10,34,0,0,0,15,31,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,42,3,0,7,0,1,36,17,8,11,10,17,30,23
"55","360050019003016",40,18,20,2,10,14,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,19,16,1,3,0,1,22,18,6,8,6,2,13,27
"56","360050019003017",60,18,32,10,10,36,14,0,0,0,41,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,3,2,0,2,30,30,10,13,13,6,50,10
"57","360050019003018",193,44,115,34,51,62,80,0,0,50,65,24,7,2,29,0,0,0,0,0,0,0,2,2,0,12,0,138,41,0,11,0,3,133,60,31,38,47,33,156,37
"58","360050019003020",97,9,60,28,8,49,40,0,0,0,69,2,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54,29,1,10,1,2,74,23,23,22,24,19,71,26
"59","360050019003021",34,3,16,15,1,11,22,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,1,1,0,1,19,15,7,6,10,8,25,9
"60","360050019003022",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"61","360050019003023",51,6,30,15,5,32,14,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,0,6,0,1,38,13,13,11,15,6,25,26
"62","360050019003024",23,0,9,14,9,8,6,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,17,4,0,0,0,2,13,10,3,9,2,9,15,8
"63","360050019003025",119,10,81,28,5,55,59,0,0,0,0,16,36,0,0,0,0,0,0,0,0,0,64,0,3,0,0,53,61,0,5,0,0,91,28,25,28,35,21,71,48
"64","360050019003026",127,19,92,16,18,93,16,0,0,0,89,3,1,20,14,0,0,0,0,0,0,0,0,0,0,0,0,92,28,1,4,0,2,52,75,34,33,23,18,112,15
"65","360050019003027",56,10,33,13,15,35,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,41,8,2,5,0,0,49,7,5,9,21,11,38,18
"66","360050019003028",130,18,90,22,10,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,1,0,0,0,0,87,38,1,2,0,2,87,43,14,30,35,33,105,25
"67","360050019003030",91,13,68,10,8,30,53,0,0,0,0,7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,11,2,1,1,2,67,24,14,17,35,12,75,16
"68","360050019003031",19,0,15,4,6,8,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,5,0,0,0,0,11,8,4,7,4,4,14,5
"69","360050019003032",58,3,25,30,11,46,1,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,1,1,0,0,18,40,24,14,14,3,18,40
"70","360050019003036",25,7,16,2,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,22,2,0,0,0,1,16,9,3,4,3,8,23,2
"71","360050019003037",89,22,54,13,16,33,40,0,0,0,41,2,1,0,36,0,0,0,0,0,9,0,0,0,0,0,0,64,23,2,0,0,0,44,45,11,18,22,16,82,7
"72","360050019003038",299,51,201,47,16,81,202,0,0,0,198,40,42,2,0,0,0,1,2,7,7,0,0,0,0,0,0,211,67,6,7,2,6,160,139,47,77,78,46,255,44
"73","360050019004000",70,13,48,9,9,36,25,0,8,0,6,0,24,15,17,0,0,0,0,0,0,0,0,0,0,0,0,48,18,1,1,1,1,46,24,12,16,18,11,53,17
"74","360050019004001",3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,2,0,0,2,1,1,2
"75","360050019004002",26,0,14,12,0,5,21,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,1,0,0,0,14,12,7,4,9,6,22,4
"76","360050019004003",120,12,76,32,7,35,78,0,0,0,0,0,19,97,4,0,0,0,0,0,0,0,0,0,0,0,0,92,24,0,3,0,1,78,42,20,29,34,25,86,34
"77","360050019004004",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"78","360050019004006",373,67,258,48,15,38,320,0,0,0,0,0,0,0,0,1,0,0,0,0,369,0,0,0,0,3,0,219,132,4,11,3,4,234,139,61,69,102,74,349,24
"79","360050019004009",7,0,1,6,3,0,4,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,7,0,0,1,2,4,4,3
"80","360050019004010",8,0,6,2,0,2,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,8,0,0,2,4,2,6,2
"81","360050019004011",118,2,92,24,6,53,59,0,0,0,0,0,112,0,6,0,0,0,0,0,0,0,0,0,0,0,0,75,39,0,2,0,2,57,61,27,19,42,28,87,31
"82","360050019004012",315,54,194,67,25,76,214,0,0,0,114,128,6,2,63,0,0,2,0,0,0,0,0,0,0,0,0,204,80,5,21,0,5,232,83,51,66,84,60,280,35
"83","360050020001000",12,3,9,0,3,9,0,0,0,0,0,0,0,1,5,0,0,0,3,0,0,0,0,0,3,0,0,7,2,0,2,0,1,4,8,4,0,4,1,5,7
"84","360050020001002",3,0,3,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,2,1
"85","360050020001004",26,3,14,9,13,12,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,1,0,0,1,5,21,11,6,4,2,15,11
"86","360050020001005",45,8,26,11,15,20,10,0,0,0,0,0,0,8,0,0,3,1,0,0,1,0,21,0,2,9,0,21,5,0,16,0,3,25,20,11,7,9,10,15,30
"87","360050020002000",7,1,4,2,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,3,4,2,2,1,1,4,3
"88","360050020002001",13,6,7,0,5,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,2,0,0,4,9,3,3,0,1,6,7
"89","360050020002002",5,2,3,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,3,2,0,0,1,2,4,1
"90","360050020003002",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
"91","360050020006000",3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,2,2,1
"92","360050020006001",17,7,10,0,10,5,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,2,0,0,13,2,0,2,0,0,9,8,3,4,2,1,5,12
"93","360050023001006",32,9,15,8,8,18,6,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,1,1,3,1,20,12,7,3,7,6,21,11
"94","360050023002000",9,2,6,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,0,1,0,0,3,6,3,0,2,2,2,7
"95","360050023003001",21,14,6,1,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,14,3,0,2,0,2,15,6,1,0,3,3,5,16
"96","360050024001004",215,60,119,36,60,103,52,0,0,0,0,0,2,147,0,0,3,0,0,0,0,0,40,0,23,0,0,130,44,2,39,0,0,139,76,34,37,40,44,114,101
"97","360050025001000",102,30,54,18,29,54,19,0,0,0,0,0,0,44,0,0,1,3,0,0,5,0,31,0,18,0,0,61,18,0,21,0,2,52,50,21,16,19,16,51,51
"98","360050025001001",27,4,14,9,18,9,0,0,0,0,0,0,0,4,0,0,2,3,0,0,1,0,0,0,15,1,1,19,4,0,4,0,0,13,14,10,5,5,3,17,10
"99","360050025002000",15,2,6,7,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,3,0,0,0,0,4,11,5,2,4,2,3,12
"100","360050025003000",51,11,26,14,24,24,3,0,0,0,0,0,0,17,0,0,9,10,0,0,0,2,2,0,9,1,1,33,12,2,3,0,1,22,29,20,6,11,3,23,28
"101","360050025004000",13,5,7,1,5,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2,0,7,0,0,11,2,1,2,3,2,6,7
"102","360050025005000",4,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,1,1,1,0,3,1
"103","360050025005001",217,68,127,22,22,75,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,159,0,1,0,0,91,108,4,9,0,5,155,62,30,33,46,40,47,170
"104","360050025005002",7,0,7,0,2,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,7,3,1,2,1,4,3
"105","360050027011000",21,2,14,5,8,11,2,0,0,0,7,0,7,0,3,0,0,0,0,0,0,0,0,0,0,4,0,14,6,0,1,0,0,11,10,5,8,6,0,14,7
"106","360050027012000",65,11,36,18,28,37,0,0,0,0,0,0,1,15,34,1,0,6,0,0,0,0,0,0,8,0,0,50,6,0,5,0,4,31,34,20,13,13,8,36,29
"107","360050027021001",88,6,69,13,5,22,61,0,0,0,57,3,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,78,9,1,0,0,0,31,57,21,24,19,18,74,14
"108","360050027021002",227,51,142,34,20,95,112,0,0,0,117,2,0,3,0,0,0,103,0,0,0,0,2,0,0,0,0,153,65,1,4,0,4,165,62,38,44,62,32,187,40
"109","360050027021004",18,4,7,7,5,9,4,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3,0,12,6,0,0,0,0,6,12,5,3,5,1,9,9
"110","360050027022000",30,2,20,8,0,13,17,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,1,0,0,21,9,5,6,10,7,23,7
"111","360050027022001",113,35,59,19,29,46,38,0,0,0,0,0,0,7,0,2,31,0,0,0,0,0,39,0,30,3,1,64,36,0,10,0,3,62,51,13,19,25,21,45,68
"112","360050027022002",7,1,4,2,2,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,4,1,1,0,5,2
"113","360050027023000",4,2,1,1,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,2,0,0,2,2
"114","360050027023001",99,23,46,30,36,38,25,0,0,0,0,0,0,34,0,0,18,3,4,0,0,35,4,0,0,0,1,75,13,3,5,2,1,43,56,20,16,24,16,44,55
"115","360050028001007",69,43,20,6,53,13,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,57,4,1,39,26,0,2,0,2,36,33,9,6,7,4,27,42
"116","360050028001008",58,37,19,2,3,11,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0,1,45,11,0,2,0,0,46,12,4,6,8,3,15,43
"117","360050028001009",22,9,11,2,5,14,3,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,7,2,0,3,0,13,6,1,2,0,0,9,13,3,3,5,2,11,11
"118","360050028001010",12,1,8,3,2,5,5,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,2,0,9,3,0,0,0,0,5,7,2,3,4,2,11,1
"119","360050028001011",144,24,88,32,46,27,71,0,0,0,51,0,0,0,0,1,0,87,0,0,2,0,0,2,0,0,1,105,21,2,12,0,4,100,44,24,25,35,36,112,32
"120","360050028001015",34,4,26,4,12,11,11,0,0,0,0,0,1,8,0,0,0,9,0,0,0,0,0,0,0,16,0,23,7,2,0,0,2,15,19,2,10,13,5,22,12
"121","360050028001016",46,6,23,17,8,23,15,0,0,0,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35,6,0,5,0,0,27,19,11,8,8,13,34,12
"122","360050028001017",7,1,5,1,5,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,0,0,0,0,3,4,2,1,1,2,5,2
"123","360050028001018",22,11,8,3,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,9,10,0,0,0,3,16,6,1,3,5,2,8,14
"124","360050028002000",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"125","360050028002002",19,3,9,7,7,8,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,9,10,2,7,4,3,19,0
"126","360050028003000",7,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,5,2,0,1,0,2,4,3
"127","360050028003001",3,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,3
"128","360050031001000",9,4,4,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,7,0,0,0,0,8,1,2,0,3,0,3,6
"129","360050031001001",8,0,2,6,3,5,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,2,6,3,2,2,1,6,2
"130","360050031001003",22,1,15,6,8,8,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,16,0,17,3,0,1,0,1,6,16,5,6,10,0,10,12
"131","360050031001005",25,2,20,3,3,8,14,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,1,0,0,21,4,2,7,4,10,21,4
"132","360050031001006",50,12,24,14,26,11,13,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,47,3,7,10,11,10,32,18
"133","360050031001007",68,14,42,12,8,33,27,0,0,0,18,11,25,0,0,0,0,8,0,0,0,0,0,0,0,6,0,53,11,2,2,0,0,16,52,16,12,21,5,51,17
"134","360050031001008",22,2,12,8,2,17,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,17,0,16,4,0,2,0,0,10,12,7,4,4,5,16,6
"135","360050031001009",147,16,101,30,14,61,72,0,0,0,61,52,25,0,0,0,0,2,0,0,0,0,0,0,0,7,0,112,32,0,1,0,2,89,58,24,41,31,35,123,24
"136","360050031001010",29,5,16,8,3,18,8,0,0,0,0,21,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,15,6,0,6,0,2,21,8,6,3,8,7,23,6
"137","360050033001000",13,4,6,3,3,8,2,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,9,3,0,0,0,1,5,8,3,1,3,2,6,7
"138","360050033001001",51,18,24,9,11,18,22,0,0,0,0,13,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,32,12,1,5,0,1,38,13,7,6,10,10,40,11
"139","360050033001002",4,0,3,1,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,1,3,0,2,2
"140","360050033001004",29,6,18,5,3,18,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,1,0,9,18,0,0,1,1,22,7,8,5,6,4,13,16
"141","360050033001005",75,13,46,16,5,11,59,0,0,0,13,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,57,17,0,1,0,0,58,17,6,17,24,15,63,12
"142","360050033001006",4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,3,1,0,3,0,0,2,2
"143","360050033002000",41,24,16,1,7,4,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,4,0,0,31,2,0,7,0,1,37,4,3,1,8,5,5,36
"144","360050033002001",8,4,4,0,6,2,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,1,0,7,1,0,0,0,0,2,6,1,1,1,1,6,2
"145","360050033003001",16,4,7,5,5,9,2,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,12,3,0,0,0,1,1,15,5,3,3,1,12,4
"146","360050033003002",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"147","360050033003003",13,7,6,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,11,2,0,0,0,0,12,1,1,0,2,3,5,8
"148","360050035001001",8,0,6,2,5,3,0,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,1,7,5,1,1,1,7,1
"149","360050035001002",46,4,31,11,3,28,15,0,0,0,0,0,40,0,0,0,0,6,0,0,0,0,0,0,0,0,0,35,5,1,4,0,1,25,21,4,14,19,5,32,14
"150","360050035001003",71,11,37,23,14,48,9,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,0,5,0,1,44,27,20,17,16,7,50,21
"151","360050035001005",11,2,9,0,3,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,7,4,0,0,0,0,7,4,0,3,2,4,9,2
"152","360050035001007",25,0,12,13,2,18,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,1,13,12,7,6,7,5,18,7
